operator,operating_country,depature,arrival,route,depart_time,arrive_time,duration_min,distance_km,speed_km_per_hour, price_eur ,intercity_or_international, price_per_km 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,5:24:00 PM,6:13:00 PM,49,80.114,98.09877551, $16.90 ,Intercity, $0.21 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,5:33:00 PM,6:24:00 PM,51,80.114,94.25176471, $16.90 ,Intercity, $0.21 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,5:43:00 PM,6:34:00 PM,51,80.114,94.25176471, $16.90 ,Intercity, $0.21 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,5:54:00 PM,6:43:00 PM,49,80.114,98.09877551, $16.90 ,Intercity, $0.21 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,6:03:00 PM,6:54:00 PM,51,80.114,94.25176471, $16.90 ,Intercity, $0.21 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,6:13:00 PM,7:04:00 PM,51,80.114,94.25176471, $16.90 ,Intercity, $0.21 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,6:24:00 PM,7:13:00 PM,49,80.114,98.09877551, $16.90 ,Intercity, $0.21 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,6:33:00 PM,7:24:00 PM,51,80.114,94.25176471, $12.68 ,Intercity, $0.16 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,6:43:00 PM,7:34:00 PM,51,80.114,94.25176471, $12.68 ,Intercity, $0.16 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,6:54:00 PM,7:43:00 PM,49,80.114,98.09877551, $12.68 ,Intercity, $0.16 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,7:03:00 PM,7:54:00 PM,51,80.114,94.25176471, $12.68 ,Intercity, $0.16 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,7:14:00 PM,8:04:00 PM,50,80.114,96.1368, $12.68 ,Intercity, $0.16 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,7:24:00 PM,8:13:00 PM,49,80.114,98.09877551, $12.68 ,Intercity, $0.16 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,7:33:00 PM,8:24:00 PM,51,80.114,94.25176471, $12.68 ,Intercity, $0.16 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,7:43:00 PM,8:34:00 PM,51,80.114,94.25176471, $12.68 ,Intercity, $0.16 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,7:54:00 PM,8:43:00 PM,49,80.114,98.09877551, $12.68 ,Intercity, $0.16 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,8:09:00 PM,8:57:00 PM,48,80.114,100.1425, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,8:24:00 PM,9:13:00 PM,49,80.114,98.09877551, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,8:39:00 PM,9:27:00 PM,48,80.114,100.1425, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,8:54:00 PM,9:43:00 PM,49,80.114,98.09877551, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,9:09:00 PM,9:57:00 PM,48,80.114,100.1425, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,9:24:00 PM,10:13:00 PM,49,80.114,98.09877551, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,9:39:00 PM,10:27:00 PM,48,80.114,100.1425, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,9:54:00 PM,10:43:00 PM,49,80.114,98.09877551, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,10:09:00 PM,10:57:00 PM,48,80.114,100.1425, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,10:24:00 PM,11:13:00 PM,49,80.114,98.09877551, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,10:39:00 PM,11:27:00 PM,48,80.114,100.1425, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,10:54:00 PM,11:43:00 PM,49,80.114,98.09877551, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,11:10:00 PM,11:57:00 PM,47,80.114,102.2731915, $6.76 ,Intercity, $0.08 
NS,Netherlands,Utrecht,Eindhoven,Utrecht-Eindhoven,11:39:00 PM,12:27:00 AM,48,80.114,100.1425, $6.76 ,Intercity, $0.08 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,5:49:00 AM,7:16:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,6:19:00 AM,7:46:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,6:49:00 AM,8:16:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,7:19:00 AM,8:46:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,7:49:00 AM,9:16:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,8:19:00 AM,9:46:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,8:49:00 AM,10:16:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,9:19:00 AM,10:46:00 AM,87,128.226,88.43172414, $19.04 ,Intercity, $0.15 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,9:49:00 AM,11:16:00 AM,87,128.226,88.43172414, $19.04 ,Intercity, $0.15 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,10:19:00 AM,11:46:00 AM,87,128.226,88.43172414, $15.47 ,Intercity, $0.12 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,10:49:00 AM,12:16:00 PM,87,128.226,88.43172414, $15.47 ,Intercity, $0.12 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,11:19:00 AM,12:46:00 PM,87,128.226,88.43172414, $15.47 ,Intercity, $0.12 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,11:49:00 AM,1:16:00 PM,87,128.226,88.43172414, $15.47 ,Intercity, $0.12 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,12:19:00 PM,1:46:00 PM,87,128.226,88.43172414, $15.47 ,Intercity, $0.12 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,12:49:00 PM,2:16:00 PM,87,128.226,88.43172414, $15.47 ,Intercity, $0.12 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,1:19:00 PM,2:46:00 PM,87,128.226,88.43172414, $15.47 ,Intercity, $0.12 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,1:49:00 PM,3:16:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,2:19:00 PM,3:46:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,2:49:00 PM,4:16:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,3:19:00 PM,4:46:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,3:49:00 PM,5:16:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,4:19:00 PM,5:46:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,4:49:00 PM,6:16:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,5:19:00 PM,6:46:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,5:49:00 PM,7:16:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,6:19:00 PM,7:46:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,6:49:00 PM,8:16:00 PM,87,128.226,88.43172414, $19.04 ,Intercity, $0.15 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,7:19:00 PM,8:46:00 PM,87,128.226,88.43172414, $19.04 ,Intercity, $0.15 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,7:49:00 PM,9:16:00 PM,87,128.226,88.43172414, $19.04 ,Intercity, $0.15 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,8:19:00 PM,9:46:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,8:49:00 PM,10:16:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,9:19:00 PM,10:46:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,9:49:00 PM,11:16:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,10:19:00 PM,11:46:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,10:49:00 PM,12:16:00 AM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,11:19:00 PM,12:46:00 AM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,5:49:00 AM,7:16:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,6:19:00 AM,7:46:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,6:49:00 AM,8:16:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,7:19:00 AM,8:46:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,7:49:00 AM,9:16:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,8:19:00 AM,9:46:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,8:49:00 AM,10:16:00 AM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,9:19:00 AM,10:46:00 AM,87,128.226,88.43172414, $17.85 ,Intercity, $0.14 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,9:49:00 AM,11:16:00 AM,87,128.226,88.43172414, $17.85 ,Intercity, $0.14 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,10:19:00 AM,11:46:00 AM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,10:49:00 AM,12:16:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,11:19:00 AM,12:46:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,11:49:00 AM,1:16:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,12:19:00 PM,1:46:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,12:49:00 PM,2:16:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,1:19:00 PM,2:46:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,1:49:00 PM,3:16:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,2:19:00 PM,3:46:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,2:49:00 PM,4:16:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,3:19:00 PM,4:46:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,3:49:00 PM,5:16:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,4:19:00 PM,5:46:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,4:49:00 PM,6:16:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,5:19:00 PM,6:46:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,5:49:00 PM,7:16:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,6:19:00 PM,7:46:00 PM,87,128.226,88.43172414, $23.80 ,Intercity, $0.19 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,6:49:00 PM,8:16:00 PM,87,128.226,88.43172414, $17.85 ,Intercity, $0.14 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,7:19:00 PM,8:46:00 PM,87,128.226,88.43172414, $17.85 ,Intercity, $0.14 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,7:49:00 PM,9:16:00 PM,87,128.226,88.43172414, $17.85 ,Intercity, $0.14 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,8:19:00 PM,9:46:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,8:49:00 PM,10:16:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,9:19:00 PM,10:46:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,9:49:00 PM,11:16:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,10:19:00 PM,11:46:00 PM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,10:49:00 PM,12:16:00 AM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
NS,Netherlands,The Hague,Eindhoven,The Hague-Eindhoven,11:19:00 PM,12:46:00 AM,87,128.226,88.43172414, $14.28 ,Intercity, $0.11 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,4:55:00 AM,7:49:00 AM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,5:03:00 AM,7:44:00 AM,161,308.25,114.8757764, $29.90 ,Intercity, $0.10 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,5:28:00 AM,7:53:00 AM,145,308.25,127.5517241, $39.90 ,Intercity, $0.13 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,5:55:00 AM,8:49:00 AM,174,308.25,106.2931034, $24.90 ,Intercity, $0.08 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,6:28:00 AM,8:53:00 AM,145,308.25,127.5517241, $54.90 ,Intercity, $0.18 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,6:55:00 AM,9:49:00 AM,174,308.25,106.2931034, $39.90 ,Intercity, $0.13 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,7:28:00 AM,9:53:00 AM,145,308.25,127.5517241, $59.60 ,Intercity, $0.19 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,7:55:00 AM,10:49:00 AM,174,308.25,106.2931034, $39.90 ,Intercity, $0.13 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,8:28:00 AM,10:53:00 AM,145,308.25,127.5517241, $59.60 ,Intercity, $0.19 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,8:55:00 AM,11:49:00 AM,174,308.25,106.2931034, $49.90 ,Intercity, $0.16 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,9:28:00 AM,11:53:00 AM,145,308.25,127.5517241, $59.60 ,Intercity, $0.19 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,9:55:00 AM,12:49:00 PM,174,308.25,106.2931034, $44.90 ,Intercity, $0.15 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,10:28:00 AM,12:53:00 PM,145,308.25,127.5517241, $59.60 ,Intercity, $0.19 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,10:55:00 AM,1:49:00 PM,174,308.25,106.2931034, $59.60 ,Intercity, $0.19 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,11:28:00 AM,1:53:00 PM,145,308.25,127.5517241, $54.90 ,Intercity, $0.18 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,11:55:00 AM,2:49:00 PM,174,308.25,106.2931034, $39.90 ,Intercity, $0.13 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,12:28:00 PM,2:53:00 PM,145,308.25,127.5517241, $59.60 ,Intercity, $0.19 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,12:55:00 PM,3:49:00 PM,174,308.25,106.2931034, $44.90 ,Intercity, $0.15 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,1:28:00 PM,3:53:00 PM,145,308.25,127.5517241, $44.90 ,Intercity, $0.15 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,1:55:00 PM,4:49:00 PM,174,308.25,106.2931034, $39.90 ,Intercity, $0.13 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,2:28:00 PM,4:53:00 PM,145,308.25,127.5517241, $59.60 ,Intercity, $0.19 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,2:55:00 PM,5:49:00 PM,174,308.25,106.2931034, $39.90 ,Intercity, $0.13 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,3:28:00 PM,5:53:00 PM,145,308.25,127.5517241, $59.60 ,Intercity, $0.19 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,3:55:00 PM,6:49:00 PM,174,308.25,106.2931034, $49.90 ,Intercity, $0.16 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,4:28:00 PM,6:53:00 PM,145,308.25,127.5517241, $59.60 ,Intercity, $0.19 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,4:55:00 PM,7:49:00 PM,174,308.25,106.2931034, $49.90 ,Intercity, $0.16 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,5:28:00 PM,7:53:00 PM,145,308.25,127.5517241, $59.60 ,Intercity, $0.19 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,5:55:00 PM,8:49:00 PM,174,308.25,106.2931034, $34.90 ,Intercity, $0.11 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,6:28:00 PM,8:53:00 PM,145,308.25,127.5517241, $59.60 ,Intercity, $0.19 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,6:55:00 PM,9:49:00 PM,174,308.25,106.2931034, $39.90 ,Intercity, $0.13 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,7:28:00 PM,9:53:00 PM,145,308.25,127.5517241, $49.90 ,Intercity, $0.16 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,7:55:00 PM,10:49:00 PM,174,308.25,106.2931034, $34.90 ,Intercity, $0.11 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,8:28:00 PM,10:59:00 PM,151,308.25,122.4834437, $39.90 ,Intercity, $0.13 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,8:55:00 PM,11:49:00 PM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,9:28:00 PM,11:59:00 PM,151,308.25,122.4834437, $34.90 ,Intercity, $0.11 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,10:28:00 PM,12:59:00 AM,151,308.25,122.4834437, $24.90 ,Intercity, $0.08 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,4:55:00 AM,7:49:00 AM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,5:03:00 AM,7:44:00 AM,161,308.25,114.8757764, $34.90 ,Intercity, $0.11 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,5:28:00 AM,7:53:00 AM,145,308.25,127.5517241, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,5:55:00 AM,8:49:00 AM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,6:28:00 AM,8:53:00 AM,145,308.25,127.5517241, $34.90 ,Intercity, $0.11 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,6:55:00 AM,9:49:00 AM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,7:28:00 AM,9:53:00 AM,145,308.25,127.5517241, $39.90 ,Intercity, $0.13 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,7:55:00 AM,10:49:00 AM,174,308.25,106.2931034, $29.90 ,Intercity, $0.10 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,8:28:00 AM,10:53:00 AM,145,308.25,127.5517241, $49.90 ,Intercity, $0.16 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,8:55:00 AM,11:49:00 AM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,9:28:00 AM,11:53:00 AM,145,308.25,127.5517241, $49.90 ,Intercity, $0.16 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,9:55:00 AM,12:49:00 PM,174,308.25,106.2931034, $24.90 ,Intercity, $0.08 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,10:28:00 AM,12:53:00 PM,145,308.25,127.5517241, $49.90 ,Intercity, $0.16 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,10:55:00 AM,1:49:00 PM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,11:28:00 AM,1:53:00 PM,145,308.25,127.5517241, $39.90 ,Intercity, $0.13 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,11:55:00 AM,2:49:00 PM,174,308.25,106.2931034, $24.90 ,Intercity, $0.08 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,12:28:00 PM,2:53:00 PM,145,308.25,127.5517241, $44.90 ,Intercity, $0.15 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,12:55:00 PM,3:49:00 PM,174,308.25,106.2931034, $29.90 ,Intercity, $0.10 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,1:28:00 PM,3:53:00 PM,145,308.25,127.5517241, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,1:55:00 PM,4:49:00 PM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,2:28:00 PM,4:53:00 PM,145,308.25,127.5517241, $39.90 ,Intercity, $0.13 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,2:55:00 PM,5:49:00 PM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,3:28:00 PM,5:53:00 PM,145,308.25,127.5517241, $39.90 ,Intercity, $0.13 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,3:55:00 PM,6:49:00 PM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,4:28:00 PM,6:53:00 PM,145,308.25,127.5517241, $44.90 ,Intercity, $0.15 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,4:55:00 PM,7:49:00 PM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,5:28:00 PM,7:53:00 PM,145,308.25,127.5517241, $29.90 ,Intercity, $0.10 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,5:55:00 PM,8:49:00 PM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,6:28:00 PM,8:53:00 PM,145,308.25,127.5517241, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,6:55:00 PM,9:49:00 PM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,7:28:00 PM,9:53:00 PM,145,308.25,127.5517241, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,7:55:00 PM,10:49:00 PM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,8:28:00 PM,10:59:00 PM,151,308.25,122.4834437, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,8:55:00 PM,11:49:00 PM,174,308.25,106.2931034, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Salzburg,Vienna-Salzburg,9:28:00 PM,11:59:00 PM,151,308.25,122.4834437, $19.90 ,Intercity, $0.06 
OBB,Austria,Vienna,Graz,Vienna-Graz,5:58:00 AM,8:33:00 AM,155,207.345,80.26258065, $14.90 ,Intercity, $0.07 
